"";"distance";"route"
"848";2353;"Санкт-Петербург Санкт-Петербург Адлер, ул. Демократическая 42 Краснодарский"
"849";283;"Майкоп Адыгея Адлер, ул. Демократическая 42 Краснодарский"
"850";3563;"Санкт-Петербург Санкт-Петербург Нижневартовск Ханты-Мансийский"
"851";279;"Нефтеюганск Ханты-Мансийский Нижневартовск Ханты-Мансийский"
"852";764;"Санкт-Петербург Санкт-Петербург Старая Купавна Московская"
"853";1365;"Санкт-Петербург Санкт-Петербург Чебоксары Чувашская"
"854";3522;"Санкт-Петербург Санкт-Петербург Когалым Ханты-Мансийский"
"855";31;"Старая Купавна Московская Дома Московская"
"856";1630;"Сергиев Посад Московская Пахарь Ставропольский"
"857";221;"Сургут Ханты-Мансийский Нижневартовск Ханты-Мансийский"
"858";279;"Пыть-Ях Ханты-Мансийский Когалым Ханты-Мансийский"
"859";998;"Волгоград Волгоградская Московская обл, Орехово-Зуевский р-н, пос. Пригородный Малодубенское с/п, д. 43 Московская"
"860";34;"Мегион Ханты-Мансийский Нижневартовск Ханты-Мансийский"
"861";2395;"Нижний Новгород Нижегородская Нефтеюганск Ханты-Мансийский"
"862";1822;"Санкт-Петербург Санкт-Петербург пгт. Суходол Самарская обл Ул. Кооперативная, 49а Самарская"
"863";3053;"Санкт-Петербург Санкт-Петербург Ханты-Мансийск Ханты-Мансийский"
"864";141;"Владимир Владимирская Дома Московская"
"865";3245;"Санкт-Петербург Санкт-Петербург Пыть-Ях Ханты-Мансийский"
"866";1806;"Уфа Башкортостан Мегион Ханты-Мансийский"
"867";96;"Ногинск Московская Москва"",""PostalCode"":""142791"",""AdditionalData"":[{""value"":""Россия"",""key"":""CountryName""},{""value"":""Центральный федеральный округ"",""key"":""StateName""},{""value"":""Москва"",""key"":""CountyName""}]},""MapReference"":{""ReferenceId"":""1227219463"",""Spot"":0.47,""SideOfStreet"":""left"",""CountryId"":""20485579"",""StateId"":""20648986"",""CountyId"":""20648987"",""CityId"":""20654514""}}},{""Relevance"":1.0,""Distance"":236.0,""MatchLevel"":""street"",""MatchQuality"":{""Country"":1.0,""State"":1.0,""County"":1.0,""City"":1.0,""PostalCode"":1.0},""Location"":{""LocationId"":""NT LI39wprdsNQAJ3S97gS1kA l 925734101 L"",""LocationType"":""point"",""DisplayPosition"":{""Latitude"":55.5799454,""Longitude"":37.3862671},""MapView"":{""TopLeft"":{""Latitude"":55.58056,""Longitude"":37.38379},""BottomRight"":{""Latitude"":55.57906,""Longitude"":37.3886}},""Address"":{""Label"":""Москва, Россия, 142791"",""Country"":""RUS"",""State"":""Центральный федеральный округ"","" Москва"
"868";320;"Пыть-Ях Ханты-Мансийский Нижневартовск Ханты-Мансийский"
"869";696;"Москва Москва Пушкин Московская"
"870";3291;"Санкт-Петербург Санкт-Петербург Нефтеюганск Ханты-Мансийский"
"871";2951;"Санкт-Петербург Санкт-Петербург Нягань Ханты-Мансийский"
"872";631;"Санкт-Петербург Санкт-Петербург Тверская область, Конаковский район, точный у Вадима +7 911 039 39 29 Тверская"
"873";748;"Климовск Московская Санкт-Петербург Санкт-Петербург"
"874";2221;"Москва Москва Югорск Ханты-Мансийский"
"875";3061;"Рязань Рязанская Мегион Ханты-Мансийский"
"876";3014;"Кировск Ленинградская Ханты-Мансийск Ханты-Мансийский"
"877";822;"Санкт-Петербург Санкт-Петербург Новорязанское ш ,""по схеме"" Московская"
"878";577;"Никольское Ленинградская 1. Тверская обл., Конаковский р-н, точный даст Вадим +79110399329 Тверская"
"879";727;"Санкт-Петербург Санкт-Петербург 1. Москва на погрузке - ночная выгрузка
2. Москва на погрузке - ночная выгрузка
3. Щелково Московская"
"880";2095;"Санкт-Петербург Санкт-Петербург Коноково Краснодарский"
"881";1329;"Парфентьево Московская Адыгейск Адыгея"
"882";726;"Санкт-Петербург Санкт-Петербург Москва"",""PostalCode"":""142791"",""AdditionalData"":[{""value"":""Россия"",""key"":""CountryName""},{""value"":""Центральный федеральный округ"",""key"":""StateName""},{""value"":""Москва"",""key"":""CountyName""}]},""MapReference"":{""ReferenceId"":""1227219463"",""Spot"":0.47,""SideOfStreet"":""left"",""CountryId"":""20485579"",""StateId"":""20648986"",""CountyId"":""20648987"",""CityId"":""20654514""}}},{""Relevance"":1.0,""Distance"":236.0,""MatchLevel"":""street"",""MatchQuality"":{""Country"":1.0,""State"":1.0,""County"":1.0,""City"":1.0,""PostalCode"":1.0},""Location"":{""LocationId"":""NT LI39wprdsNQAJ3S97gS1kA l 925734101 L"",""LocationType"":""point"",""DisplayPosition"":{""Latitude"":55.5799454,""Longitude"":37.3862671},""MapView"":{""TopLeft"":{""Latitude"":55.58056,""Longitude"":37.38379},""BottomRight"":{""Latitude"":55.57906,""Longitude"":37.3886}},""Address"":{""Label"":""Москва, Россия, 142791"",""Country"":""RUS"",""State"":""Центральный федеральный округ"","" Москва"
"883";645;"Санкт-Петербург Санкт-Петербург Тверская область, Конаковский район, две точки разгрузки РЯДОМ  дер. Марьино, и дер. Малые Ручьи. Тверская"
"884";41;"Подольск Московская Москва"",""PostalCode"":""142791"",""AdditionalData"":[{""value"":""Россия"",""key"":""CountryName""},{""value"":""Центральный федеральный округ"",""key"":""StateName""},{""value"":""Москва"",""key"":""CountyName""}]},""MapReference"":{""ReferenceId"":""1227219463"",""Spot"":0.47,""SideOfStreet"":""left"",""CountryId"":""20485579"",""StateId"":""20648986"",""CountyId"":""20648987"",""CityId"":""20654514""}}},{""Relevance"":1.0,""Distance"":236.0,""MatchLevel"":""street"",""MatchQuality"":{""Country"":1.0,""State"":1.0,""County"":1.0,""City"":1.0,""PostalCode"":1.0},""Location"":{""LocationId"":""NT LI39wprdsNQAJ3S97gS1kA l 925734101 L"",""LocationType"":""point"",""DisplayPosition"":{""Latitude"":55.5799454,""Longitude"":37.3862671},""MapView"":{""TopLeft"":{""Latitude"":55.58056,""Longitude"":37.38379},""BottomRight"":{""Latitude"":55.57906,""Longitude"":37.3886}},""Address"":{""Label"":""Москва, Россия, 142791"",""Country"":""RUS"",""State"":""Центральный федеральный округ"","" Москва"
"885";7386;"Владивосток Приморский Урай Ханты-Мансийский"
"886";756;"Люберцы Московская Санкт-Петербург Санкт-Петербург"
"887";801;"Павловский Посад Московская Санкт-Петербург Санкт-Петербург"
"888";15;"Санкт-Петербург Санкт-Петербург Новосаратовка Ленинградская"
"889";433;"Дзержинск Нижегородская Москва"",""PostalCode"":""142791"",""AdditionalData"":[{""value"":""Россия"",""key"":""CountryName""},{""value"":""Центральный федеральный округ"",""key"":""StateName""},{""value"":""Москва"",""key"":""CountyName""}]},""MapReference"":{""ReferenceId"":""1227219463"",""Spot"":0.47,""SideOfStreet"":""left"",""CountryId"":""20485579"",""StateId"":""20648986"",""CountyId"":""20648987"",""CityId"":""20654514""}}},{""Relevance"":1.0,""Distance"":236.0,""MatchLevel"":""street"",""MatchQuality"":{""Country"":1.0,""State"":1.0,""County"":1.0,""City"":1.0,""PostalCode"":1.0},""Location"":{""LocationId"":""NT LI39wprdsNQAJ3S97gS1kA l 925734101 L"",""LocationType"":""point"",""DisplayPosition"":{""Latitude"":55.5799454,""Longitude"":37.3862671},""MapView"":{""TopLeft"":{""Latitude"":55.58056,""Longitude"":37.38379},""BottomRight"":{""Latitude"":55.57906,""Longitude"":37.3886}},""Address"":{""Label"":""Москва, Россия, 142791"",""Country"":""RUS"",""State"":""Центральный федеральный округ"","" Москва"
"890";1295;"Санкт-Петербург Санкт-Петербург Ядрин Чувашская"
"891";351;"Дзержинск Нижегородская Дома Московская"
"892";734;"Санкт-Петербург Санкт-Петербург Беседы  Москва Московская"
"893";734;"Санкт-Петербург Санкт-Петербург п. Беседы   Москва Московская"
"894";734;"Санкт-Петербург Санкт-Петербург Москва Беседы Московская"
"895";735;"Санкт-Петербург Санкт-Петербург Москва 44 км. АЗС 58 Газпромнефть Московская"
"896";1236;"Санкт-Петербург Санкт-Петербург 347923,  г. Таганрог, пл. Авиаторов, дом 1
Москва Курская"
"897";1424;"Санкт-Петербург Санкт-Петербург 847-й км автодороги М-7 «Волга» Москва-Уфа  АЗС Ирбис Чувашская"
"898";724;"Старая Купавна Московская Пушкин Московская"
"899";17;"Новосаратовка Ленинградская Санкт-Петербург Санкт-Петербург"
"900";2259;"Екатеринбург Свердловская Санкт-Петербург Санкт-Петербург"
"901";62;"Гатчина Ленинградская Санкт-Петербург Санкт-Петербург"
"902";79;"Старая Купавна Московская Москва"",""PostalCode"":""142791"",""AdditionalData"":[{""value"":""Россия"",""key"":""CountryName""},{""value"":""Центральный федеральный округ"",""key"":""StateName""},{""value"":""Москва"",""key"":""CountyName""}]},""MapReference"":{""ReferenceId"":""1227219463"",""Spot"":0.47,""SideOfStreet"":""left"",""CountryId"":""20485579"",""StateId"":""20648986"",""CountyId"":""20648987"",""CityId"":""20654514""}}},{""Relevance"":1.0,""Distance"":236.0,""MatchLevel"":""street"",""MatchQuality"":{""Country"":1.0,""State"":1.0,""County"":1.0,""City"":1.0,""PostalCode"":1.0},""Location"":{""LocationId"":""NT LI39wprdsNQAJ3S97gS1kA l 925734101 L"",""LocationType"":""point"",""DisplayPosition"":{""Latitude"":55.5799454,""Longitude"":37.3862671},""MapView"":{""TopLeft"":{""Latitude"":55.58056,""Longitude"":37.38379},""BottomRight"":{""Latitude"":55.57906,""Longitude"":37.3886}},""Address"":{""Label"":""Москва, Россия, 142791"",""Country"":""RUS"",""State"":""Центральный федеральный округ"","" Москва"
